,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,star_point,blog_review_qty,blog_review_text
26997,스시한판,일식/수산물,음식점-초밥전문,일식 음식점업,명동,37.56300254,126.9854537,스시한판 일식 수산물 음식점-초밥전문 일식 음식점업,명동%20스시한판,https://m.place.naver.com/restaurant/197985931,null,null,null
27158,보물섬,유흥주점,룸살롱/단란주점,일반유흥 주점업,명동,37.56809587,126.9794644,보물섬 유흥주점 룸살롱 단란주점 일반유흥 주점업,명동%20보물섬,https://m.place.naver.com/restaurant/11687856,null,null,null
27645,무교김밥,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56809587,126.9794644,무교김밥 분식 라면김밥분식 분식 및 김밥 전문점,명동%20무교김밥,https://m.place.naver.com/restaurant/289580987,null,null,null
27799,신라원삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56648865,126.9884967,신라원삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20신라원삼계탕,https://m.place.naver.com/restaurant/11865428,null,null,null
27827,내가찜한닭,닭/오리요리,찜닭전문점,한식 음식점업,명동,37.56316784,126.9837197,내가찜한닭 닭 오리요리 찜닭전문점 한식 음식점업,명동%20내가찜한닭,https://m.place.naver.com/restaurant/37803897,null,null,null
27833,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5688163,126.9762963,투썸플레이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스,https://m.place.naver.com/restaurant/36948845,null,null,null
27921,명동커피하우스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5633449,126.9854491,명동커피하우스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20명동커피하우스,https://m.place.naver.com/restaurant/1270746418,null,null,null
27972,라온,한식,기타고기요리,한식 음식점업,명동,37.56168237,126.987011,라온 한식 기타고기요리 한식 음식점업,명동%20라온,https://m.place.naver.com/restaurant/1377449381,null,null,null
28438,요기,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56900236,126.9759315,요기 분식 라면김밥분식 분식 및 김밥 전문점,명동%20요기,https://m.place.naver.com/restaurant/1329581446,null,null,null
28743,난다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56191976,126.985276,난다 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20난다,https://m.place.naver.com/restaurant/20378898,null,null,null
29209,다미돈까스,양식,돈가스전문점,서양식 음식점업,명동,37.56063738,126.9870365,다미돈까스 양식 돈가스전문점 서양식 음식점업,명동%20다미돈까스,https://m.place.naver.com/restaurant/419944454,null,null,null
29666,오징어풍경,한식,한식/백반/한정식,한식 음식점업,명동,37.56809782,126.9796907,오징어풍경 한식 한식 백반 한정식 한식 음식점업,명동%20오징어풍경,https://m.place.naver.com/restaurant/37838271,null,null,null
29901,마포만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,명동,37.56680753,126.9794819,마포만두 분식 국수 만두 칼국수 분식 및 김밥 전문점,명동%20마포만두,https://m.place.naver.com/restaurant/31894752,null,null,null
30044,스타벅스명동입구점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56322733,126.9822587,스타벅스명동입구점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스명동입구점,https://m.place.naver.com/restaurant/31317961,null,null,null
30249,멧돌로만,한식,두부요리전문,한식 음식점업,명동,37.56766909,126.9801267,멧돌로만 한식 두부요리전문 한식 음식점업,명동%20멧돌로만,https://m.place.naver.com/restaurant/1774354080,null,null,null
30553,할리스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56475095,126.9834038,할리스커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20할리스커피,https://m.place.naver.com/restaurant/33811405,null,null,null
30607,더식당,한식,한식/백반/한정식,한식 음식점업,명동,37.56614114,126.9868487,더식당 한식 한식 백반 한정식 한식 음식점업,명동%20더식당,https://m.place.naver.com/restaurant/37036817,null,null,null
30703,목멱산방,한식,한식/백반/한정식,한식 음식점업,명동,37.55810399,126.986867,목멱산방 한식 한식 백반 한정식 한식 음식점업,명동%20목멱산방,https://m.place.naver.com/restaurant/13573290,null,null,null
31168,천궁전마라탕,중식,중국음식/중국집,중식 음식점업,명동,37.56737857,126.9830059,천궁전마라탕 중식 중국음식 중국집 중식 음식점업,명동%20천궁전마라탕,https://m.place.naver.com/restaurant/1368390925,null,null,null
31568,윤식당,한식,한식/백반/한정식,한식 음식점업,명동,37.56171551,126.9877236,윤식당 한식 한식 백반 한정식 한식 음식점업,명동%20윤식당,https://m.place.naver.com/restaurant/1600478402,null,null,null
31601,아그라,일식/수산물,음식점-일식,일식 음식점업,명동,37.56762308,126.9789728,아그라 일식 수산물 음식점-일식 일식 음식점업,명동%20아그라,https://m.place.naver.com/restaurant/19891208,null,null,null
32138,반티엔야오카오위,중식,중국음식/중국집,중식 음식점업,명동,37.5643412,126.9839527,반티엔야오카오위 중식 중국음식 중국집 중식 음식점업,명동%20반티엔야오카오위,https://m.place.naver.com/restaurant/1206900466,null,null,null
32225,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56074044,126.9864465,스타벅스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스,https://m.place.naver.com/restaurant/1465848077,null,null,null
32265,바오차이,중식,중국음식/중국집,중식 음식점업,명동,37.56563848,126.9881233,바오차이 중식 중국음식 중국집 중식 음식점업,명동%20바오차이,https://m.place.naver.com/restaurant/34744446,null,null,null
32600,연타발,한식,한식/백반/한정식,한식 음식점업,명동,37.56712802,126.9811189,연타발 한식 한식 백반 한정식 한식 음식점업,명동%20연타발,https://m.place.naver.com/restaurant/1585002061,null,null,null
32775,마포설렁탕,한식,설렁탕집,한식 음식점업,명동,37.55984347,126.9837761,마포설렁탕 한식 설렁탕집 한식 음식점업,명동%20마포설렁탕,https://m.place.naver.com/restaurant/20854094,null,null,null
32813,타이가든,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,명동,37.56340378,126.9828675,타이가든 별식 퓨전요리 동남아음식전문점 기타 외국식 음식점업,명동%20타이가든,https://m.place.naver.com/restaurant/35916466,null,null,null
32996,지구당,일식/수산물,음식점-일식,일식 음식점업,명동,37.56738787,126.9851339,지구당 일식 수산물 음식점-일식 일식 음식점업,명동%20지구당,https://m.place.naver.com/restaurant/1829342293,null,null,null
33033,무교삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,명동,37.56766909,126.9801267,무교삼계탕 닭 오리요리 삼계탕전문 한식 음식점업,명동%20무교삼계탕,https://m.place.naver.com/restaurant/1022092500,null,null,null
33149,샵디씨씨,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55830616,126.9862757,샵디씨씨 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20샵디씨씨,https://m.place.naver.com/restaurant/1418720959,null,null,null
33546,남산커피집,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55776938,126.9867244,남산커피집 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20남산커피집,https://m.place.naver.com/restaurant/18694343,null,null,null
33666,명동포차,유흥주점,소주방/포장마차,기타 주점업,명동,37.56471871,126.9838457,명동포차 유흥주점 소주방 포장마차 기타 주점업,명동%20명동포차,https://m.place.naver.com/restaurant/1387838784,null,null,null
33693,백미당,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56712802,126.9811189,백미당 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20백미당,https://m.place.naver.com/restaurant/1652689768,null,null,null
33731,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56849471,126.9807834,투썸플레이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20투썸플레이스,https://m.place.naver.com/restaurant/36948845,null,null,null
33732,샤갈,양식,정통양식/경양식,서양식 음식점업,명동,37.56841029,126.9762339,샤갈 양식 정통양식 경양식 서양식 음식점업,명동%20샤갈,https://m.place.naver.com/restaurant/1633086289,null,null,null
33779,무교동유정낙지,한식,한식/백반/한정식,한식 음식점업,명동,37.56762461,126.9760296,무교동유정낙지 한식 한식 백반 한정식 한식 음식점업,명동%20무교동유정낙지,https://m.place.naver.com/restaurant/1140930000,null,null,null
34533,고베샤브센터원,일식/수산물,음식점-일식,일식 음식점업,명동,37.56738787,126.9851339,고베샤브센터원 일식 수산물 음식점-일식 일식 음식점업,명동%20고베샤브센터원,https://m.place.naver.com/restaurant/1326878687,null,null,null
34637,유천냉면,한식,냉면집,한식 음식점업,명동,37.56451661,126.9833957,유천냉면 한식 냉면집 한식 음식점업,명동%20유천냉면,https://m.place.naver.com/restaurant/1102404002,null,null,null
34737,Welcome,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.55820406,126.9838324,Welcome 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20Welcome,https://m.place.naver.com/restaurant/34937404,null,null,null
34762,카페,한식,한식/백반/한정식,한식 음식점업,명동,37.56139358,126.9869583,카페 한식 한식 백반 한정식 한식 음식점업,명동%20카페,https://m.place.naver.com/restaurant/1194974888,null,null,null
34846,AnnaFlair,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56216531,126.9844916,AnnaFlair 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20AnnaFlair,https://m.place.naver.com/restaurant/1585059151,null,null,null
35041,미정갈비,한식,갈비/삼겹살,한식 음식점업,명동,37.56682821,126.9892166,미정갈비 한식 갈비 삼겹살 한식 음식점업,명동%20미정갈비,https://m.place.naver.com/restaurant/18010360,null,null,null
35435,채움,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.55943667,126.9857171,채움 분식 라면김밥분식 분식 및 김밥 전문점,명동%20채움,https://m.place.naver.com/restaurant/1397917363,null,null,null
35732,밥엔초밥구이,일식/수산물,음식점-초밥전문,일식 음식점업,명동,37.56563848,126.9881233,밥엔초밥구이 일식 수산물 음식점-초밥전문 일식 음식점업,명동%20밥엔초밥구이,https://m.place.naver.com/restaurant/1328798364,null,null,null
37030,수가,한식,한식/백반/한정식,한식 음식점업,명동,37.56169526,126.9874636,수가 한식 한식 백반 한정식 한식 음식점업,명동%20수가,https://m.place.naver.com/restaurant/31841033,null,null,null
37066,이화수전통육개장,한식,한식/백반/한정식,한식 음식점업,명동,37.56766909,126.9801267,이화수전통육개장 한식 한식 백반 한정식 한식 음식점업,명동%20이화수전통육개장,https://m.place.naver.com/restaurant/37171403,null,null,null
37291,커피빈,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56779685,126.9844944,커피빈 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20커피빈,https://m.place.naver.com/restaurant/37408454,null,null,null
37375,기원,한식,한식/백반/한정식,한식 음식점업,명동,37.56685775,126.9884577,기원 한식 한식 백반 한정식 한식 음식점업,명동%20기원,https://m.place.naver.com/restaurant/1398124243,null,null,null
37476,아이러브펍,유흥주점,호프/맥주,기타 주점업,명동,37.56821344,126.9816022,아이러브펍 유흥주점 호프 맥주 기타 주점업,명동%20아이러브펍,https://m.place.naver.com/restaurant/18002101,null,null,null
37691,도록,한식,한식/백반/한정식,한식 음식점업,명동,37.5664255,126.9895389,도록 한식 한식 백반 한정식 한식 음식점업,명동%20도록,https://m.place.naver.com/restaurant/1021535883,null,null,null
37824,이화수전통육개장,한식,한식/백반/한정식,한식 음식점업,명동,37.567064,126.9893945,이화수전통육개장 한식 한식 백반 한정식 한식 음식점업,명동%20이화수전통육개장,https://m.place.naver.com/restaurant/37171403,null,null,null
37844,1988coffee종로점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56683973,126.988458,1988coffee종로점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%201988coffee종로점,https://m.place.naver.com/restaurant/1068678117,null,null,null
37852,육대장,한식,해장국/감자탕,한식 음식점업,명동,37.56714323,126.9787076,육대장 한식 해장국 감자탕 한식 음식점업,명동%20육대장,https://m.place.naver.com/restaurant/36849960,null,null,null
38032,길면분식,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56821344,126.9816022,길면분식 분식 라면김밥분식 분식 및 김밥 전문점,명동%20길면분식,https://m.place.naver.com/restaurant/38644110,null,null,null
38188,정림회관,한식,한식/백반/한정식,한식 음식점업,명동,37.56167171,126.9868187,정림회관 한식 한식 백반 한정식 한식 음식점업,명동%20정림회관,https://m.place.naver.com/restaurant/1055017945,null,null,null
38320,뚜레쥬르명동역점,제과제빵떡케익,제과점,제과점업,명동,37.56116968,126.9860672,뚜레쥬르명동역점 제과제빵떡케익 제과점 제과점업,명동%20뚜레쥬르명동역점,https://m.place.naver.com/restaurant/18034702,null,null,null
38577,명동참숯92닭갈비,한식,한식/백반/한정식,한식 음식점업,명동,37.56471871,126.9838457,명동참숯92닭갈비 한식 한식 백반 한정식 한식 음식점업,명동%20명동참숯92닭갈비,https://m.place.naver.com/restaurant/704600111,null,null,null
38620,모노치즈,기타음식업,고속도로휴게소,그외 기타 음식점업,명동,37.56610742,126.983974,모노치즈 기타음식업 고속도로휴게소 그외 기타 음식점업,명동%20모노치즈,https://m.place.naver.com/restaurant/1072629916,null,null,null
39249,명동피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",명동,37.56205085,126.9858515,"명동피자 패스트푸드 피자전문 피자, 햄버거, 샌드위치 및 유사 음식점업",명동%20명동피자,https://m.place.naver.com/restaurant/32247873,null,null,null
39287,곰국시,분식,국수/만두/칼국수,분식 및 김밥 전문점,명동,37.56305776,126.9855888,곰국시 분식 국수 만두 칼국수 분식 및 김밥 전문점,명동%20곰국시,https://m.place.naver.com/restaurant/1653576382,null,null,null
39335,섬,한식,한식/백반/한정식,한식 음식점업,명동,37.55908599,126.9858011,섬 한식 한식 백반 한정식 한식 음식점업,명동%20섬,https://m.place.naver.com/restaurant/38643475,null,null,null
39619,코코이찌방야,일식/수산물,음식점-일식,일식 음식점업,명동,37.56761415,126.9884022,코코이찌방야 일식 수산물 음식점-일식 일식 음식점업,명동%20코코이찌방야,https://m.place.naver.com/restaurant/1790338295,null,null,null
39745,부지,한식,한식/백반/한정식,한식 음식점업,명동,37.56663339,126.9885626,부지 한식 한식 백반 한정식 한식 음식점업,명동%20부지,https://m.place.naver.com/restaurant/1908281897,null,null,null
40483,이화카페,한식,한식/백반/한정식,한식 음식점업,명동,37.56374321,126.9877641,이화카페 한식 한식 백반 한정식 한식 음식점업,명동%20이화카페,https://m.place.naver.com/restaurant/1437890511,null,null,null
40953,오늘의식당,한식,한식/백반/한정식,한식 음식점업,명동,37.56777784,126.9822873,오늘의식당 한식 한식 백반 한정식 한식 음식점업,명동%20오늘의식당,https://m.place.naver.com/restaurant/1680171598,null,null,null
41061,우스시게,일식/수산물,음식점-일식,일식 음식점업,명동,37.56614114,126.9868487,우스시게 일식 수산물 음식점-일식 일식 음식점업,명동%20우스시게,https://m.place.naver.com/restaurant/35966112,null,null,null
41273,원조남산돈까스,양식,돈가스전문점,서양식 음식점업,명동,37.55729458,126.9859952,원조남산돈까스 양식 돈가스전문점 서양식 음식점업,명동%20원조남산돈까스,https://m.place.naver.com/restaurant/20938292,null,null,null
41767,명동뚱뚱이족발,한식,족발/보쌈전문,한식 음식점업,명동,37.55980664,126.98578,명동뚱뚱이족발 한식 족발 보쌈전문 한식 음식점업,명동%20명동뚱뚱이족발,https://m.place.naver.com/restaurant/11711082,null,null,null
41789,흑산도홍어본가,일식/수산물,홍어전문,한식 음식점업,명동,37.56647389,126.9794525,흑산도홍어본가 일식 수산물 홍어전문 한식 음식점업,명동%20흑산도홍어본가,https://m.place.naver.com/restaurant/20576157,null,null,null
41935,반가불고기,한식,한식/백반/한정식,한식 음식점업,명동,37.56361411,126.9853209,반가불고기 한식 한식 백반 한정식 한식 음식점업,명동%20반가불고기,https://m.place.naver.com/restaurant/1389970990,null,null,null
42038,종로수제비,분식,국수/만두/칼국수,분식 및 김밥 전문점,명동,37.56747144,126.9843743,종로수제비 분식 국수 만두 칼국수 분식 및 김밥 전문점,명동%20종로수제비,https://m.place.naver.com/restaurant/1859230944,null,null,null
43037,맛있는순두부&김치찜,한식,순두부전문,한식 음식점업,명동,37.56713039,126.9803492,맛있는순두부&김치찜 한식 순두부전문 한식 음식점업,명동%20맛있는순두부&김치찜,https://m.place.naver.com/restaurant/1833020385,null,null,null
43095,카페루이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56686688,126.9832279,카페루이스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페루이스,https://m.place.naver.com/restaurant/1743127855,null,null,null
43141,영덕막회,일식/수산물,수산물전문음식점-종합,한식 음식점업,명동,37.56750778,126.9812722,영덕막회 일식 수산물 수산물전문음식점-종합 한식 음식점업,명동%20영덕막회,https://m.place.naver.com/restaurant/11781767,null,null,null
43198,ilcoffee,한식,한식/백반/한정식,한식 음식점업,명동,37.56563848,126.9881233,ilcoffee 한식 한식 백반 한정식 한식 음식점업,명동%20ilcoffee,https://m.place.naver.com/restaurant/1065719885,null,null,null
43199,시스템,일식/수산물,해물찜/탕전문,한식 음식점업,명동,37.56526409,126.9833516,시스템 일식 수산물 해물찜 탕전문 한식 음식점업,명동%20시스템,https://m.place.naver.com/restaurant/11853147,null,null,null
43407,하루엔소쿠,일식/수산물,음식점-일식,일식 음식점업,명동,37.56563848,126.9881233,하루엔소쿠 일식 수산물 음식점-일식 일식 음식점업,명동%20하루엔소쿠,https://m.place.naver.com/restaurant/1481298110,null,null,null
43433,깊은못,유흥주점,기타일반유흥주점,일반유흥 주점업,명동,37.5666176,126.9888232,깊은못 유흥주점 기타일반유흥주점 일반유흥 주점업,명동%20깊은못,https://m.place.naver.com/restaurant/1960030950,null,null,null
43522,카페마마스센터원점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56738787,126.9851339,카페마마스센터원점 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페마마스센터원점,https://m.place.naver.com/restaurant/30999918,null,null,null
43579,일미리금계찜닭,닭/오리요리,찜닭전문점,한식 음식점업,명동,37.5648671,126.9832891,일미리금계찜닭 닭 오리요리 찜닭전문점 한식 음식점업,명동%20일미리금계찜닭,https://m.place.naver.com/restaurant/1638634242,null,null,null
44110,에스프레소0039,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56794187,126.9845943,에스프레소0039 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20에스프레소0039,https://m.place.naver.com/restaurant/1920750245,null,null,null
44240,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56648318,126.9836633,스타벅스 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20스타벅스,https://m.place.naver.com/restaurant/1465848077,null,null,null
44424,베네피트,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56780657,126.9762309,베네피트 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20베네피트,https://m.place.naver.com/restaurant/36798379,null,null,null
44506,둘둘치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,명동,37.56505372,126.9840336,둘둘치킨 닭 오리요리 후라이드 양념치킨 치킨 전문점,명동%20둘둘치킨,https://m.place.naver.com/restaurant/11723662,null,null,null
44526,녁,한식,한식/백반/한정식,한식 음식점업,명동,37.567064,126.9893945,녁 한식 한식 백반 한정식 한식 음식점업,명동%20녁,https://m.place.naver.com/restaurant/412011201,null,null,null
44757,펌푸드,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56647389,126.9794525,펌푸드 분식 라면김밥분식 분식 및 김밥 전문점,명동%20펌푸드,https://m.place.naver.com/restaurant/1360354219,null,null,null
44763,부민옥,한식,한식/백반/한정식,한식 음식점업,명동,37.56752524,126.9801627,부민옥 한식 한식 백반 한정식 한식 음식점업,명동%20부민옥,https://m.place.naver.com/restaurant/11724792,null,null,null
44842,여름지나가을,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,명동,37.55845384,126.9845873,여름지나가을 유흥주점 빠 카페 스탠드빠 일반유흥 주점업,명동%20여름지나가을,https://m.place.naver.com/restaurant/1925303294,null,null,null
44972,송전일식,일식/수산물,음식점-일식,일식 음식점업,명동,37.56704898,126.9886929,송전일식 일식 수산물 음식점-일식 일식 음식점업,명동%20송전일식,https://m.place.naver.com/restaurant/32892115,null,null,null
44990,플레인,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56840963,126.9782375,플레인 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20플레인,https://m.place.naver.com/restaurant/1739017649,null,null,null
45072,창고43,한식,기타고기요리,한식 음식점업,명동,37.56762308,126.9789728,창고43 한식 기타고기요리 한식 음식점업,명동%20창고43,https://m.place.naver.com/restaurant/31243503,null,null,null
45086,유가네닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,명동,37.56196231,126.9860338,유가네닭갈비 닭 오리요리 닭갈비전문 한식 음식점업,명동%20유가네닭갈비,https://m.place.naver.com/restaurant/33706202,null,null,null
45109,카페아이엠티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.5671398,126.9793529,카페아이엠티 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20카페아이엠티,https://m.place.naver.com/restaurant/1414844941,null,null,null
45339,신한카드,한식,한식/백반/한정식,한식 음식점업,명동,37.56563848,126.9881233,신한카드 한식 한식 백반 한정식 한식 음식점업,명동%20신한카드,https://m.place.naver.com/restaurant/1938849542,null,null,null
45350,델리만쥬,한식,한식/백반/한정식,한식 음식점업,명동,37.56084823,126.9853584,델리만쥬 한식 한식 백반 한정식 한식 음식점업,명동%20델리만쥬,https://m.place.naver.com/restaurant/37021284,null,null,null
45420,르빵LEPAIN,양식,정통양식/경양식,서양식 음식점업,명동,37.56366249,126.9867578,르빵LEPAIN 양식 정통양식 경양식 서양식 음식점업,명동%20르빵LEPAIN,https://m.place.naver.com/restaurant/37520301,null,null,null
45781,봉추찜닭,닭/오리요리,찜닭전문점,한식 음식점업,명동,37.56648149,126.9887119,봉추찜닭 닭 오리요리 찜닭전문점 한식 음식점업,명동%20봉추찜닭,https://m.place.naver.com/restaurant/246544586,null,null,null
46360,제주본가,한식,한식/백반/한정식,한식 음식점업,명동,37.56644147,126.9798718,제주본가 한식 한식 백반 한정식 한식 음식점업,명동%20제주본가,https://m.place.naver.com/restaurant/18005272,null,null,null
46363,호호미역,한식,한식/백반/한정식,한식 음식점업,명동,37.55940605,126.9832048,호호미역 한식 한식 백반 한정식 한식 음식점업,명동%20호호미역,https://m.place.naver.com/restaurant/1280597625,null,null,null
46385,남원추어탕,한식,추어탕전문,한식 음식점업,명동,37.56747144,126.9843743,남원추어탕 한식 추어탕전문 한식 음식점업,명동%20남원추어탕,https://m.place.naver.com/restaurant/34362925,null,null,null
46620,타마고,일식/수산물,음식점-일식,일식 음식점업,명동,37.56614114,126.9868487,타마고 일식 수산물 음식점-일식 일식 음식점업,명동%20타마고,https://m.place.naver.com/restaurant/1081165758,null,null,null
46801,희죽희죽,한식,한식/백반/한정식,한식 음식점업,명동,37.56174439,126.9879383,희죽희죽 한식 한식 백반 한정식 한식 음식점업,명동%20희죽희죽,https://m.place.naver.com/restaurant/19754007,null,null,null
47073,아그라종로점,양식,기타전문서양음식점,서양식 음식점업,명동,37.56738787,126.9851339,아그라종로점 양식 기타전문서양음식점 서양식 음식점업,명동%20아그라종로점,https://m.place.naver.com/restaurant/19891208,null,null,null
47125,한양김밥,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56610742,126.983974,한양김밥 분식 라면김밥분식 분식 및 김밥 전문점,명동%20한양김밥,https://m.place.naver.com/restaurant/1752493923,null,null,null
47191,폴바셋을지로파인에비뉴점,한식,한식/백반/한정식,한식 음식점업,명동,37.56563848,126.9881233,폴바셋을지로파인에비뉴점 한식 한식 백반 한정식 한식 음식점업,명동%20폴바셋을지로파인에비뉴점,https://m.place.naver.com/restaurant/1382044467,null,null,null
47277,하워드커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,명동,37.56159633,126.9864349,하워드커피 커피점 카페 커피전문점 카페 다방 비알콜 음료점업,명동%20하워드커피,https://m.place.naver.com/restaurant/1659950598,null,null,null
47323,써브웨이,패스트푸드,패스트푸드,그외 기타 음식점업,명동,37.56642443,126.9894144,써브웨이 패스트푸드 패스트푸드 그외 기타 음식점업,명동%20써브웨이,https://m.place.naver.com/restaurant/36830459,null,null,null
47329,명동역남산파리바게뜨,제과제빵떡케익,제과점,제과점업,명동,37.56054654,126.9848532,명동역남산파리바게뜨 제과제빵떡케익 제과점 제과점업,명동%20명동역남산파리바게뜨,https://m.place.naver.com/restaurant/33342821,null,null,null
47334,먹보대장,한식,한식/백반/한정식,한식 음식점업,명동,37.56610742,126.983974,먹보대장 한식 한식 백반 한정식 한식 음식점업,명동%20먹보대장,https://m.place.naver.com/restaurant/31729017,null,null,null
47643,위드미,한식,한식/백반/한정식,한식 음식점업,명동,37.55918735,126.9839661,위드미 한식 한식 백반 한정식 한식 음식점업,명동%20위드미,https://m.place.naver.com/restaurant/120463388,null,null,null
47895,지우,한식,갈비/삼겹살,한식 음식점업,명동,37.56004533,126.9852448,지우 한식 갈비 삼겹살 한식 음식점업,명동%20지우,https://m.place.naver.com/restaurant/13490546,null,null,null
48004,카레대장,일식/수산물,음식점-일식,일식 음식점업,명동,37.56563848,126.9881233,카레대장 일식 수산물 음식점-일식 일식 음식점업,명동%20카레대장,https://m.place.naver.com/restaurant/1887648759,null,null,null
48008,광장동가온,한식,한식/백반/한정식,한식 음식점업,명동,37.56366249,126.9867578,광장동가온 한식 한식 백반 한정식 한식 음식점업,명동%20광장동가온,https://m.place.naver.com/restaurant/100729934,null,null,null
48040,신동궁감자탕뼈숯불구이,한식,해장국/감자탕,한식 음식점업,명동,37.5656927,126.9839457,신동궁감자탕뼈숯불구이 한식 해장국 감자탕 한식 음식점업,명동%20신동궁감자탕뼈숯불구이,https://m.place.naver.com/restaurant/275980821,null,null,null
48127,세종참치,일식/수산물,참치전문점,일식 음식점업,명동,37.56166068,126.9876338,세종참치 일식 수산물 참치전문점 일식 음식점업,명동%20세종참치,https://m.place.naver.com/restaurant/18664327,null,null,null
48195,바르다김선생,분식,라면김밥분식,분식 및 김밥 전문점,명동,37.56508772,126.9869422,바르다김선생 분식 라면김밥분식 분식 및 김밥 전문점,명동%20바르다김선생,https://m.place.naver.com/restaurant/1692278697,null,null,null
48229,어사랑,일식/수산물,음식점-일식,일식 음식점업,명동,37.56682821,126.9892166,어사랑 일식 수산물 음식점-일식 일식 음식점업,명동%20어사랑,https://m.place.naver.com/restaurant/11706795,null,null,null
48287,신룽푸마라탕,중식,중국음식/중국집,중식 음식점업,명동,37.55936645,126.9859331,신룽푸마라탕 중식 중국음식 중국집 중식 음식점업,명동%20신룽푸마라탕,https://m.place.naver.com/restaurant/988697159,null,null,null
48538,참고기집,한식,기타고기요리,한식 음식점업,명동,37.5602655,126.9846533,참고기집 한식 기타고기요리 한식 음식점업,명동%20참고기집,https://m.place.naver.com/restaurant/1553036552,null,null,null
48715,본도시락,패스트푸드,도시락전문점,한식 음식점업,명동,37.56698417,126.98849,본도시락 패스트푸드 도시락전문점 한식 음식점업,명동%20본도시락,https://m.place.naver.com/restaurant/37578142,null,null,null
48835,보돌미역,한식,한식/백반/한정식,한식 음식점업,명동,37.56174806,126.9841691,보돌미역 한식 한식 백반 한정식 한식 음식점업,명동%20보돌미역,https://m.place.naver.com/restaurant/1284729633,null,null,null
